,Team,coach_age,coach_name,season,playoff_games,playoff_wins,playoff_loses,playoff_W/L%,season_games,season_wins,season_loses,season_W/L%,season_position
2,CHI,39.0,Dick Motta,1970-71,7.0,3.0,4.0,0.429,82,51.0,31.0,0.622,2.0
3,CHI,40.0,Dick Motta,1971-72,4.0,0.0,4.0,0.0,82,57.0,25.0,0.695,2.0
4,CHI,41.0,Dick Motta,1972-73,7.0,3.0,4.0,0.429,82,51.0,31.0,0.622,2.0
5,CHI,42.0,Dick Motta,1973-74,11.0,4.0,7.0,0.364,82,54.0,28.0,0.659,2.0
6,CHI,43.0,Dick Motta,1974-75,13.0,7.0,6.0,0.5379999999999999,82,47.0,35.0,0.573,1.0
7,CHI,44.0,Dick Motta,1975-76,,,,,82,24.0,58.0,0.293,4.0
8,WSB,45.0,Dick Motta,1976-77,9.0,4.0,5.0,0.444,82,48.0,34.0,0.585,2.0
9,WSB,46.0,Dick Motta,1977-78,21.0,14.0,7.0,0.667,82,44.0,38.0,0.537,2.0
10,WSB,47.0,Dick Motta,1978-79,19.0,9.0,10.0,0.474,82,54.0,28.0,0.659,1.0
11,WSB,48.0,Dick Motta,1979-80,2.0,0.0,2.0,0.0,82,39.0,43.0,0.47600000000000003,3.0
12,DAL,49.0,Dick Motta,1980-81,,,,,82,15.0,67.0,0.183,6.0
13,DAL,50.0,Dick Motta,1981-82,,,,,82,28.0,54.0,0.341,5.0
14,DAL,51.0,Dick Motta,1982-83,,,,,82,38.0,44.0,0.46299999999999997,4.0
15,DAL,52.0,Dick Motta,1983-84,10.0,4.0,6.0,0.4,82,43.0,39.0,0.524,2.0
16,DAL,53.0,Dick Motta,1984-85,4.0,1.0,3.0,0.25,82,44.0,38.0,0.537,3.0
17,DAL,54.0,Dick Motta,1985-86,10.0,5.0,5.0,0.5,82,44.0,38.0,0.537,3.0
18,DAL,55.0,Dick Motta,1986-87,4.0,1.0,3.0,0.25,82,55.0,27.0,0.6709999999999999,1.0
19,SAC,58.0,Dick Motta,1989-90,,,,,54,16.0,38.0,0.29600000000000004,7.0
20,SAC,59.0,Dick Motta,1990-91,,,,,82,25.0,57.0,0.305,7.0
21,SAC,60.0,Dick Motta,1991-92,,,,,25,7.0,18.0,0.28,7.0
22,DAL,63.0,Dick Motta,1994-95,,,,,82,36.0,46.0,0.439,5.0
23,DAL,64.0,Dick Motta,1995-96,,,,,82,26.0,56.0,0.317,6.0
24,DEN,65.0,Dick Motta,1996-97,,,,,69,17.0,52.0,0.24600000000000002,5.0
25,,,Dick Motta,Career,126.0,56.0,70.0,0.444,1952,935.0,1017.0,0.479,
0,LAL,45.0,Joe Mullaney,1969-70,18.0,11.0,7.0,0.611,82,46.0,36.0,0.561,2.0
1,LAL,46.0,Joe Mullaney,1970-71,12.0,5.0,7.0,0.41700000000000004,82,48.0,34.0,0.585,1.0
2,KEN,47.0,Joe Mullaney,1971-72,6.0,2.0,4.0,0.33299999999999996,84,68.0,16.0,0.81,1.0
3,KEN,48.0,Joe Mullaney,1972-73,19.0,11.0,8.0,0.579,84,56.0,28.0,0.667,2.0
4,UTS,49.0,Joe Mullaney,1973-74,18.0,9.0,9.0,0.5,84,51.0,33.0,0.607,1.0
5,MMS,50.0,Joe Mullaney,1974-75,5.0,1.0,4.0,0.2,84,27.0,57.0,0.321,4.0
6,SSL,51.0,Joe Mullaney,1975-76,,,,,37,15.0,22.0,0.405,6.0
7,BUF,52.0,Joe Mullaney,1976-77,,,,,29,11.0,18.0,0.379,4.0
8,,,Joe Mullaney,Career,78.0,39.0,39.0,0.5,566,322.0,244.0,0.569,
0,SDS,,Bill Musselman,1975-76,,,,,11,3.0,8.0,0.273,
1,VIR,,Bill Musselman,1975-76,,,,,26,4.0,22.0,0.154,7.0
2,CLE,,Bill Musselman,1980-81,,,,,71,25.0,46.0,0.35200000000000004,5.0
3,CLE,,Bill Musselman,1981-82,,,,,23,2.0,21.0,0.087,6.0
4,MIN,,Bill Musselman,1989-90,,,,,82,22.0,60.0,0.268,6.0
5,MIN,,Bill Musselman,1990-91,,,,,82,29.0,53.0,0.354,5.0
6,,,Bill Musselman,Career,,,,,295,85.0,210.0,0.28800000000000003,
7,GSW,,Eric Musselman,2002-03,,,,,82,38.0,44.0,0.46299999999999997,6.0
8,GSW,,Eric Musselman,2003-04,,,,,82,37.0,45.0,0.451,4.0
12,SAC,,Eric Musselman,2006-07,,,,,82,33.0,49.0,0.402,5.0
13,,,Eric Musselman,Career,,,,,246,108.0,138.0,0.439,
3,CHI,40.0,Pete Myers,2003-04,,,,,2,0.0,2.0,0.0,8.0
8,CHI,44.0,Pete Myers,2007-08,,,,,1,0.0,1.0,0.0,4.0
18,,,Pete Myers,Career,,,,,3,0.0,3.0,0.0,
13,SAC,50.0,Kenny Natt,2008-09,,,,,58,11.0,47.0,0.19,5.0
14,,,Kenny Natt,Career,,,,,58,11.0,47.0,0.19,
1,MIL,36.0,Don Nelson,1976-77,,,,,64,27.0,37.0,0.42200000000000004,6.0
2,MIL,37.0,Don Nelson,1977-78,9.0,5.0,4.0,0.556,82,44.0,38.0,0.537,2.0
3,MIL,38.0,Don Nelson,1978-79,,,,,82,38.0,44.0,0.46299999999999997,3.0
4,MIL,39.0,Don Nelson,1979-80,7.0,3.0,4.0,0.429,82,49.0,33.0,0.598,1.0
5,MIL,40.0,Don Nelson,1980-81,7.0,3.0,4.0,0.429,82,60.0,22.0,0.732,1.0
6,MIL,41.0,Don Nelson,1981-82,6.0,2.0,4.0,0.33299999999999996,82,55.0,27.0,0.6709999999999999,1.0
7,MIL,42.0,Don Nelson,1982-83,9.0,5.0,4.0,0.556,82,51.0,31.0,0.622,1.0
8,MIL,43.0,Don Nelson,1983-84,16.0,8.0,8.0,0.5,82,50.0,32.0,0.61,1.0
9,MIL,44.0,Don Nelson,1984-85,8.0,3.0,5.0,0.375,82,59.0,23.0,0.72,1.0
10,MIL,45.0,Don Nelson,1985-86,14.0,7.0,7.0,0.5,82,57.0,25.0,0.695,1.0
11,MIL,46.0,Don Nelson,1986-87,12.0,6.0,6.0,0.5,82,50.0,32.0,0.61,3.0
12,GSW,48.0,Don Nelson,1988-89,8.0,4.0,4.0,0.5,82,43.0,39.0,0.524,4.0
13,GSW,49.0,Don Nelson,1989-90,,,,,82,37.0,45.0,0.451,5.0
14,GSW,50.0,Don Nelson,1990-91,9.0,4.0,5.0,0.444,82,44.0,38.0,0.537,4.0
15,GSW,51.0,Don Nelson,1991-92,4.0,1.0,3.0,0.25,82,55.0,27.0,0.6709999999999999,2.0
16,GSW,52.0,Don Nelson,1992-93,,,,,82,34.0,48.0,0.415,6.0
17,GSW,53.0,Don Nelson,1993-94,3.0,0.0,3.0,0.0,82,50.0,32.0,0.61,3.0
18,GSW,54.0,Don Nelson,1994-95,,,,,45,14.0,31.0,0.311,6.0
19,NYK,55.0,Don Nelson,1995-96,,,,,59,34.0,25.0,0.5760000000000001,2.0
20,DAL,57.0,Don Nelson,1997-98,,,,,66,16.0,50.0,0.242,5.0
21,DAL,58.0,Don Nelson,1998-99,,,,,50,19.0,31.0,0.38,5.0
22,DAL,59.0,Don Nelson,1999-00,,,,,82,40.0,42.0,0.488,4.0
23,DAL,60.0,Don Nelson,2000-01,10.0,4.0,6.0,0.4,82,53.0,29.0,0.6459999999999999,3.0
24,DAL,61.0,Don Nelson,2001-02,8.0,4.0,4.0,0.5,82,57.0,25.0,0.695,2.0
25,DAL,62.0,Don Nelson,2002-03,20.0,10.0,10.0,0.5,82,60.0,22.0,0.732,2.0
26,DAL,63.0,Don Nelson,2003-04,5.0,1.0,4.0,0.2,82,52.0,30.0,0.634,3.0
27,DAL,64.0,Don Nelson,2004-05,,,,,64,42.0,22.0,0.6559999999999999,2.0
28,GSW,66.0,Don Nelson,2006-07,11.0,5.0,6.0,0.455,82,42.0,40.0,0.512,3.0
29,GSW,67.0,Don Nelson,2007-08,,,,,82,48.0,34.0,0.585,3.0
30,GSW,68.0,Don Nelson,2008-09,,,,,82,29.0,53.0,0.354,3.0
31,GSW,69.0,Don Nelson,2009-10,,,,,82,26.0,56.0,0.317,4.0
32,,,Don Nelson,Career,166.0,75.0,91.0,0.452,2398,1335.0,1063.0,0.557,
3,DLC,39.0,Tom Nissalke,1971-72,4.0,0.0,4.0,0.0,84,42.0,42.0,0.5,3.0
4,SEA,40.0,Tom Nissalke,1972-73,,,,,45,13.0,32.0,0.289,4.0
5,SAA,41.0,Tom Nissalke,1973-74,7.0,3.0,4.0,0.429,84,45.0,39.0,0.536,3.0
6,SAA,42.0,Tom Nissalke,1974-75,,,,,28,18.0,10.0,0.643,2.0
7,UTS,42.0,Tom Nissalke,1974-75,6.0,2.0,4.0,0.33299999999999996,28,14.0,14.0,0.5,4.0
8,UTS,43.0,Tom Nissalke,1975-76,,,,,16,4.0,12.0,0.25,
9,HOU,44.0,Tom Nissalke,1976-77,12.0,6.0,6.0,0.5,82,49.0,33.0,0.598,1.0
10,HOU,45.0,Tom Nissalke,1977-78,,,,,82,28.0,54.0,0.341,6.0
11,HOU,46.0,Tom Nissalke,1978-79,2.0,0.0,2.0,0.0,82,47.0,35.0,0.573,2.0
12,UTA,47.0,Tom Nissalke,1979-80,,,,,82,24.0,58.0,0.293,5.0
13,UTA,48.0,Tom Nissalke,1980-81,,,,,82,28.0,54.0,0.341,5.0
14,UTA,49.0,Tom Nissalke,1981-82,,,,,20,8.0,12.0,0.4,6.0
15,CLE,50.0,Tom Nissalke,1982-83,,,,,82,23.0,59.0,0.28,5.0
16,CLE,51.0,Tom Nissalke,1983-84,,,,,82,28.0,54.0,0.341,4.0
19,,,Tom Nissalke,Career,31.0,11.0,20.0,0.355,879,371.0,508.0,0.42200000000000004,
5,TOR,,Nick Nurse,2018-19,,,,,74,51.0,23.0,0.6890000000000001,1.0
6,,,Nick Nurse,Career,,,,,74,51.0,23.0,0.6890000000000001,
6,BOS,48.0,Jim O'Brien,2000-01,,,,,48,24.0,24.0,0.5,5.0
7,BOS,49.0,Jim O'Brien,2001-02,16.0,9.0,7.0,0.563,82,49.0,33.0,0.598,2.0
8,BOS,50.0,Jim O'Brien,2002-03,10.0,4.0,6.0,0.4,82,44.0,38.0,0.537,3.0
9,BOS,51.0,Jim O'Brien,2003-04,,,,,46,22.0,24.0,0.478,4.0
10,PHI,52.0,Jim O'Brien,2004-05,5.0,1.0,4.0,0.2,82,43.0,39.0,0.524,2.0
11,IND,55.0,Jim O'Brien,2007-08,,,,,82,36.0,46.0,0.439,3.0
12,IND,56.0,Jim O'Brien,2008-09,,,,,82,36.0,46.0,0.439,4.0
13,IND,57.0,Jim O'Brien,2009-10,,,,,82,32.0,50.0,0.39,4.0
14,IND,58.0,Jim O'Brien,2010-11,,,,,44,17.0,27.0,0.386,2.0
18,,,Jim O'Brien,Career,31.0,14.0,17.0,0.452,630,303.0,327.0,0.48100000000000004,
3,TOR,47.0,Kevin O'Neill,2003-04,,,,,82,33.0,49.0,0.402,6.0
7,,,Kevin O'Neill,Career,,,,,82,33.0,49.0,0.402,
0,CHS,51.0,Harold Olsen,1946-47,11.0,5.0,6.0,0.455,61,39.0,22.0,0.639,1.0
1,CHS,52.0,Harold Olsen,1947-48,5.0,2.0,3.0,0.4,48,28.0,20.0,0.583,3.0
2,CHS,53.0,Harold Olsen,1948-49,2.0,0.0,2.0,0.0,49,28.0,21.0,0.5710000000000001,3.0
3,,,Harold Olsen,Career,18.0,7.0,11.0,0.389,158,95.0,63.0,0.601,
0,STL,29.0,Bob Pettit,1961-62,,,,,6,4.0,2.0,0.667,4.0
1,,,Bob Pettit,Career,,,,,6,4.0,2.0,0.667,
7,LAL,,Randy Pfund,1992-93,5.0,2.0,3.0,0.4,82,39.0,43.0,0.47600000000000003,5.0
8,LAL,,Randy Pfund,1993-94,,,,,64,27.0,37.0,0.42200000000000004,5.0
9,,,Randy Pfund,Career,5.0,2.0,3.0,0.4,146,66.0,80.0,0.452,
0,STL,36.0,Andy Phillip,1958-59,,,,,10,6.0,4.0,0.6,1.0
1,,,Andy Phillip,Career,,,,,10,6.0,4.0,0.6,
5,ATL,42.0,Lloyd Pierce,2018-19,,,,,74,26.0,48.0,0.35100000000000003,5.0
6,,,Lloyd Pierce,Career,,,,,74,26.0,48.0,0.35100000000000003,
2,NYK,35.0,Rick Pitino,1987-88,4.0,1.0,3.0,0.25,82,38.0,44.0,0.46299999999999997,3.0
3,NYK,36.0,Rick Pitino,1988-89,9.0,5.0,4.0,0.556,82,52.0,30.0,0.634,1.0
4,BOS,45.0,Rick Pitino,1997-98,,,,,82,36.0,46.0,0.439,6.0
5,BOS,46.0,Rick Pitino,1998-99,,,,,50,19.0,31.0,0.38,5.0
6,BOS,47.0,Rick Pitino,1999-00,,,,,82,35.0,47.0,0.42700000000000005,5.0
7,BOS,48.0,Rick Pitino,2000-01,,,,,34,12.0,22.0,0.353,5.0
8,,,Rick Pitino,Career,13.0,6.0,7.0,0.462,412,192.0,220.0,0.466,
0,MNL,37.0,Jim Pollard,1959-60,9.0,5.0,4.0,0.556,39,14.0,25.0,0.359,3.0
1,CHP,39.0,Jim Pollard,1961-62,,,,,80,18.0,62.0,0.225,5.0
2,MNM,45.0,Jim Pollard,1967-68,10.0,4.0,6.0,0.4,78,50.0,28.0,0.6409999999999999,2.0
3,MMF,46.0,Jim Pollard,1968-69,12.0,5.0,7.0,0.41700000000000004,78,43.0,35.0,0.551,2.0
4,MMF,47.0,Jim Pollard,1969-70,,,,,20,5.0,15.0,0.25,6.0
5,,,Jim Pollard,Career,31.0,14.0,17.0,0.452,295,130.0,165.0,0.441,
6,SAS,48.0,Gregg Popovich,1996-97,,,,,64,17.0,47.0,0.266,6.0
7,SAS,49.0,Gregg Popovich,1997-98,9.0,4.0,5.0,0.444,82,56.0,26.0,0.6829999999999999,2.0
8,SAS,50.0,Gregg Popovich,1998-99,17.0,15.0,2.0,0.882,50,37.0,13.0,0.74,1.0
9,SAS,51.0,Gregg Popovich,1999-00,4.0,1.0,3.0,0.25,82,53.0,29.0,0.6459999999999999,2.0
10,SAS,52.0,Gregg Popovich,2000-01,13.0,7.0,6.0,0.5379999999999999,82,58.0,24.0,0.7070000000000001,1.0
11,SAS,53.0,Gregg Popovich,2001-02,10.0,4.0,6.0,0.4,82,58.0,24.0,0.7070000000000001,1.0
12,SAS,54.0,Gregg Popovich,2002-03,24.0,16.0,8.0,0.667,82,60.0,22.0,0.732,1.0
13,SAS,55.0,Gregg Popovich,2003-04,10.0,6.0,4.0,0.6,82,57.0,25.0,0.695,2.0
14,SAS,56.0,Gregg Popovich,2004-05,23.0,16.0,7.0,0.696,82,59.0,23.0,0.72,1.0
15,SAS,57.0,Gregg Popovich,2005-06,13.0,7.0,6.0,0.5379999999999999,82,63.0,19.0,0.768,1.0
16,SAS,58.0,Gregg Popovich,2006-07,20.0,16.0,4.0,0.8,82,58.0,24.0,0.7070000000000001,2.0
17,SAS,59.0,Gregg Popovich,2007-08,17.0,9.0,8.0,0.529,82,56.0,26.0,0.6829999999999999,2.0
18,SAS,60.0,Gregg Popovich,2008-09,5.0,1.0,4.0,0.2,82,54.0,28.0,0.659,1.0
19,SAS,61.0,Gregg Popovich,2009-10,10.0,4.0,6.0,0.4,82,50.0,32.0,0.61,2.0
20,SAS,62.0,Gregg Popovich,2010-11,6.0,2.0,4.0,0.33299999999999996,82,61.0,21.0,0.7440000000000001,1.0
21,SAS,63.0,Gregg Popovich,2011-12,14.0,10.0,4.0,0.7140000000000001,66,50.0,16.0,0.758,1.0
22,SAS,64.0,Gregg Popovich,2012-13,21.0,15.0,6.0,0.7140000000000001,82,58.0,24.0,0.7070000000000001,1.0
23,SAS,65.0,Gregg Popovich,2013-14,23.0,16.0,7.0,0.696,82,62.0,20.0,0.7559999999999999,1.0
24,SAS,66.0,Gregg Popovich,2014-15,7.0,3.0,4.0,0.429,82,55.0,27.0,0.6709999999999999,2.0
25,SAS,67.0,Gregg Popovich,2015-16,10.0,6.0,4.0,0.6,82,67.0,15.0,0.8170000000000001,1.0
26,SAS,68.0,Gregg Popovich,2016-17,16.0,8.0,8.0,0.5,82,61.0,21.0,0.7440000000000001,1.0
27,SAS,69.0,Gregg Popovich,2017-18,5.0,1.0,4.0,0.2,82,47.0,35.0,0.573,3.0
28,SAS,70.0,Gregg Popovich,2018-19,,,,,74,43.0,31.0,0.581,2.0
29,,,Gregg Popovich,Career,277.0,167.0,110.0,0.603,1812,1240.0,572.0,0.684,
1,MIL,40.0,Terry Porter,2003-04,5.0,1.0,4.0,0.2,82,41.0,41.0,0.5,4.0
2,MIL,41.0,Terry Porter,2004-05,,,,,82,30.0,52.0,0.366,5.0
4,PHO,45.0,Terry Porter,2008-09,,,,,51,28.0,23.0,0.5489999999999999,2.0
8,,,Terry Porter,Career,5.0,1.0,4.0,0.2,215,99.0,116.0,0.46,
0,TRI,,Roger Potter,1949-50,,,,,7,1.0,6.0,0.14300000000000002,3.0
1,,,Roger Potter,Career,,,,,7,1.0,6.0,0.14300000000000002,
0,POR,37.0,Kevin Pritchard,2004-05,,,,,27,5.0,22.0,0.185,4.0
1,,,Kevin Pritchard,Career,,,,,27,5.0,22.0,0.185,
18,MIL,48.0,Joe Prunty,2017-18,7.0,3.0,4.0,0.429,37,21.0,16.0,0.568,3.0
20,,,Joe Prunty,Career,7.0,3.0,4.0,0.429,37,21.0,16.0,0.568,
3,LAL,40.0,Kurt Rambis,1998-99,8.0,3.0,5.0,0.375,37,24.0,13.0,0.649,2.0
12,MIN,51.0,Kurt Rambis,2009-10,,,,,82,15.0,67.0,0.183,5.0
13,MIN,52.0,Kurt Rambis,2010-11,,,,,82,17.0,65.0,0.207,5.0
17,NYK,57.0,Kurt Rambis,2015-16,,,,,28,9.0,19.0,0.321,3.0
20,,,Kurt Rambis,Career,8.0,3.0,5.0,0.375,229,65.0,164.0,0.284,
0,PHI,43.0,Jack Ramsay,1968-69,5.0,1.0,4.0,0.2,82,55.0,27.0,0.6709999999999999,2.0
1,PHI,44.0,Jack Ramsay,1969-70,5.0,1.0,4.0,0.2,82,42.0,40.0,0.512,4.0
2,PHI,45.0,Jack Ramsay,1970-71,7.0,3.0,4.0,0.429,82,47.0,35.0,0.573,2.0
3,PHI,46.0,Jack Ramsay,1971-72,,,,,82,30.0,52.0,0.366,3.0
4,BUF,47.0,Jack Ramsay,1972-73,,,,,82,21.0,61.0,0.256,3.0
5,BUF,48.0,Jack Ramsay,1973-74,6.0,2.0,4.0,0.33299999999999996,82,42.0,40.0,0.512,3.0
6,BUF,49.0,Jack Ramsay,1974-75,7.0,3.0,4.0,0.429,82,49.0,33.0,0.598,2.0
7,BUF,50.0,Jack Ramsay,1975-76,9.0,4.0,5.0,0.444,82,46.0,36.0,0.561,3.0
8,POR,51.0,Jack Ramsay,1976-77,19.0,14.0,5.0,0.737,82,49.0,33.0,0.598,2.0
9,POR,52.0,Jack Ramsay,1977-78,6.0,2.0,4.0,0.33299999999999996,82,58.0,24.0,0.7070000000000001,1.0
10,POR,53.0,Jack Ramsay,1978-79,3.0,1.0,2.0,0.33299999999999996,82,45.0,37.0,0.5489999999999999,4.0
11,POR,54.0,Jack Ramsay,1979-80,3.0,1.0,2.0,0.33299999999999996,82,38.0,44.0,0.46299999999999997,4.0
12,POR,55.0,Jack Ramsay,1980-81,3.0,1.0,2.0,0.33299999999999996,82,45.0,37.0,0.5489999999999999,3.0
13,POR,56.0,Jack Ramsay,1981-82,,,,,82,42.0,40.0,0.512,5.0
14,POR,57.0,Jack Ramsay,1982-83,7.0,3.0,4.0,0.429,82,46.0,36.0,0.561,4.0
15,POR,58.0,Jack Ramsay,1983-84,5.0,2.0,3.0,0.4,82,48.0,34.0,0.585,2.0
16,POR,59.0,Jack Ramsay,1984-85,9.0,4.0,5.0,0.444,82,42.0,40.0,0.512,2.0
17,POR,60.0,Jack Ramsay,1985-86,4.0,1.0,3.0,0.25,82,40.0,42.0,0.488,2.0
18,IND,61.0,Jack Ramsay,1986-87,4.0,1.0,3.0,0.25,82,41.0,41.0,0.5,4.0
19,IND,62.0,Jack Ramsay,1987-88,,,,,82,38.0,44.0,0.46299999999999997,6.0
20,IND,63.0,Jack Ramsay,1988-89,,,,,7,0.0,7.0,0.0,6.0
21,,,Jack Ramsay,Career,102.0,44.0,58.0,0.431,1647,864.0,783.0,0.525,
0,NYK,35.0,Willis Reed,1977-78,6.0,2.0,4.0,0.33299999999999996,82,43.0,39.0,0.524,2.0
1,NYK,36.0,Willis Reed,1978-79,,,,,14,6.0,8.0,0.429,4.0
4,NJN,45.0,Willis Reed,1987-88,,,,,28,7.0,21.0,0.25,5.0
5,NJN,46.0,Willis Reed,1988-89,,,,,82,26.0,56.0,0.317,5.0
6,,,Willis Reed,Career,6.0,2.0,4.0,0.33299999999999996,206,82.0,124.0,0.39799999999999996,
0,BLB,37.0,Chick Reiser,1951-52,,,,,27,8.0,19.0,0.29600000000000004,5.0
1,BLB,38.0,Chick Reiser,1952-53,,,,,3,0.0,3.0,0.0,4.0
2,,,Chick Reiser,Career,,,,,30,8.0,22.0,0.267,
2,SAC,,Jerry Reynolds,1986-87,,,,,36,15.0,21.0,0.41700000000000004,5.0
4,SAC,,Jerry Reynolds,1987-88,,,,,24,7.0,17.0,0.292,6.0
5,SAC,,Jerry Reynolds,1988-89,,,,,82,27.0,55.0,0.32899999999999996,6.0
6,SAC,,Jerry Reynolds,1989-90,,,,,28,7.0,21.0,0.25,7.0
7,,,Jerry Reynolds,Career,,,,,170,56.0,114.0,0.32899999999999996,
3,LAL,36.0,Pat Riley,1981-82,14.0,12.0,2.0,0.857,71,50.0,21.0,0.7040000000000001,1.0
4,LAL,37.0,Pat Riley,1982-83,15.0,8.0,7.0,0.5329999999999999,82,58.0,24.0,0.7070000000000001,1.0
5,LAL,38.0,Pat Riley,1983-84,21.0,14.0,7.0,0.667,82,54.0,28.0,0.659,1.0
6,LAL,39.0,Pat Riley,1984-85,19.0,15.0,4.0,0.789,82,62.0,20.0,0.7559999999999999,1.0
7,LAL,40.0,Pat Riley,1985-86,14.0,8.0,6.0,0.5710000000000001,82,62.0,20.0,0.7559999999999999,1.0
8,LAL,41.0,Pat Riley,1986-87,18.0,15.0,3.0,0.833,82,65.0,17.0,0.7929999999999999,1.0
9,LAL,42.0,Pat Riley,1987-88,24.0,15.0,9.0,0.625,82,62.0,20.0,0.7559999999999999,1.0
10,LAL,43.0,Pat Riley,1988-89,15.0,11.0,4.0,0.733,82,57.0,25.0,0.695,1.0
11,LAL,44.0,Pat Riley,1989-90,9.0,4.0,5.0,0.444,82,63.0,19.0,0.768,1.0
12,NYK,46.0,Pat Riley,1991-92,12.0,6.0,6.0,0.5,82,51.0,31.0,0.622,2.0
13,NYK,47.0,Pat Riley,1992-93,15.0,9.0,6.0,0.6,82,60.0,22.0,0.732,1.0
14,NYK,48.0,Pat Riley,1993-94,25.0,14.0,11.0,0.56,82,57.0,25.0,0.695,1.0
15,NYK,49.0,Pat Riley,1994-95,11.0,6.0,5.0,0.545,82,55.0,27.0,0.6709999999999999,2.0
16,MIA,50.0,Pat Riley,1995-96,3.0,0.0,3.0,0.0,82,42.0,40.0,0.512,3.0
17,MIA,51.0,Pat Riley,1996-97,17.0,8.0,9.0,0.47100000000000003,82,61.0,21.0,0.7440000000000001,1.0
18,MIA,52.0,Pat Riley,1997-98,5.0,2.0,3.0,0.4,82,55.0,27.0,0.6709999999999999,1.0
19,MIA,53.0,Pat Riley,1998-99,5.0,2.0,3.0,0.4,50,33.0,17.0,0.66,1.0
20,MIA,54.0,Pat Riley,1999-00,10.0,6.0,4.0,0.6,82,52.0,30.0,0.634,1.0
21,MIA,55.0,Pat Riley,2000-01,3.0,0.0,3.0,0.0,82,50.0,32.0,0.61,2.0
22,MIA,56.0,Pat Riley,2001-02,,,,,82,36.0,46.0,0.439,6.0
23,MIA,57.0,Pat Riley,2002-03,,,,,82,25.0,57.0,0.305,7.0
24,MIA,60.0,Pat Riley,2005-06,23.0,16.0,7.0,0.696,61,41.0,20.0,0.672,1.0
25,MIA,61.0,Pat Riley,2006-07,4.0,0.0,4.0,0.0,82,44.0,38.0,0.537,1.0
26,MIA,62.0,Pat Riley,2007-08,,,,,82,15.0,67.0,0.183,5.0
27,,,Pat Riley,Career,282.0,171.0,111.0,0.606,1904,1210.0,694.0,0.636,
0,ORL,38.0,Doc Rivers,1999-00,,,,,82,41.0,41.0,0.5,4.0
1,ORL,39.0,Doc Rivers,2000-01,4.0,1.0,3.0,0.25,82,43.0,39.0,0.524,4.0
2,ORL,40.0,Doc Rivers,2001-02,4.0,1.0,3.0,0.25,82,44.0,38.0,0.537,3.0
3,ORL,41.0,Doc Rivers,2002-03,7.0,3.0,4.0,0.429,82,42.0,40.0,0.512,4.0
4,ORL,42.0,Doc Rivers,2003-04,,,,,11,1.0,10.0,0.091,7.0
5,BOS,43.0,Doc Rivers,2004-05,7.0,3.0,4.0,0.429,82,45.0,37.0,0.5489999999999999,1.0
6,BOS,44.0,Doc Rivers,2005-06,,,,,82,33.0,49.0,0.402,3.0
7,BOS,45.0,Doc Rivers,2006-07,,,,,82,24.0,58.0,0.293,5.0
8,BOS,46.0,Doc Rivers,2007-08,26.0,16.0,10.0,0.615,82,66.0,16.0,0.805,1.0
9,BOS,47.0,Doc Rivers,2008-09,14.0,7.0,7.0,0.5,82,62.0,20.0,0.7559999999999999,1.0
10,BOS,48.0,Doc Rivers,2009-10,24.0,15.0,9.0,0.625,82,50.0,32.0,0.61,1.0
11,BOS,49.0,Doc Rivers,2010-11,9.0,5.0,4.0,0.556,82,56.0,26.0,0.6829999999999999,1.0
12,BOS,50.0,Doc Rivers,2011-12,20.0,11.0,9.0,0.55,66,39.0,27.0,0.591,1.0
13,BOS,51.0,Doc Rivers,2012-13,6.0,2.0,4.0,0.33299999999999996,81,41.0,40.0,0.506,3.0
14,LAC,52.0,Doc Rivers,2013-14,13.0,6.0,7.0,0.462,82,57.0,25.0,0.695,1.0
15,LAC,53.0,Doc Rivers,2014-15,14.0,7.0,7.0,0.5,82,56.0,26.0,0.6829999999999999,2.0
16,LAC,54.0,Doc Rivers,2015-16,6.0,2.0,4.0,0.33299999999999996,82,53.0,29.0,0.6459999999999999,2.0
17,LAC,55.0,Doc Rivers,2016-17,7.0,3.0,4.0,0.429,82,51.0,31.0,0.622,2.0
18,LAC,56.0,Doc Rivers,2017-18,,,,,82,42.0,40.0,0.512,2.0
19,LAC,57.0,Doc Rivers,2018-19,,,,,74,44.0,30.0,0.595,2.0
20,,,Doc Rivers,Career,161.0,82.0,79.0,0.509,1544,890.0,654.0,0.5760000000000001,
0,NOJ,44.0,Scotty Robertson,1974-75,,,,,15,1.0,14.0,0.067,5.0
1,CHI,48.0,Scotty Robertson,1978-79,,,,,26,11.0,15.0,0.423,5.0
3,DET,50.0,Scotty Robertson,1980-81,,,,,82,21.0,61.0,0.256,6.0
4,DET,51.0,Scotty Robertson,1981-82,,,,,82,39.0,43.0,0.47600000000000003,3.0
5,DET,52.0,Scotty Robertson,1982-83,,,,,82,37.0,45.0,0.451,3.0
15,,,Scotty Robertson,Career,,,,,287,109.0,178.0,0.38,
0,DET,34.0,Red Rocha,1957-58,7.0,3.0,4.0,0.429,47,24.0,23.0,0.511,2.0
1,DET,35.0,Red Rocha,1958-59,3.0,1.0,2.0,0.33299999999999996,72,28.0,44.0,0.389,3.0
2,DET,36.0,Red Rocha,1959-60,,,,,34,13.0,21.0,0.382,2.0
3,,,Red Rocha,Career,10.0,4.0,6.0,0.4,153,65.0,88.0,0.425,
17,BOS,,Jimmy Rodgers,1988-89,3.0,0.0,3.0,0.0,82,42.0,40.0,0.512,3.0
