,Team,coach_age,coach_name,season,playoff_games,playoff_wins,playoff_loses,playoff_W/L%,season_games,season_wins,season_loses,season_W/L%,season_position
321,GSW,50.0,P.J. Carlesimo,1900,,,,,27,6.0,21.0,0.222,6.0
322,SEA,58.0,P.J. Carlesimo,2008,,,,,82,20.0,62.0,0.244,5.0
323,OKC,59.0,P.J. Carlesimo,2009,,,,,13,1.0,12.0,0.077,5.0
324,BRK,63.0,P.J. Carlesimo,2013,7.0,3.0,4.0,0.429,54,35.0,19.0,0.648,2.0
326,DET,42.0,Rick Carlisle,2002,10.0,4.0,6.0,0.4,82,50.0,32.0,0.61,1.0
327,DET,43.0,Rick Carlisle,2003,17.0,8.0,9.0,0.471,82,50.0,32.0,0.61,1.0
328,IND,44.0,Rick Carlisle,2004,16.0,10.0,6.0,0.625,82,61.0,21.0,0.7440000000000001,1.0
329,IND,45.0,Rick Carlisle,2005,13.0,6.0,7.0,0.462,82,44.0,38.0,0.537,3.0
330,IND,46.0,Rick Carlisle,2006,6.0,2.0,4.0,0.333,82,41.0,41.0,0.5,3.0
331,IND,47.0,Rick Carlisle,2007,,,,,82,35.0,47.0,0.4270000000000001,4.0
332,DAL,49.0,Rick Carlisle,2009,10.0,5.0,5.0,0.5,82,50.0,32.0,0.61,3.0
333,DAL,50.0,Rick Carlisle,2010,6.0,2.0,4.0,0.333,82,55.0,27.0,0.6709999999999999,1.0
334,DAL,51.0,Rick Carlisle,2011,21.0,16.0,5.0,0.762,82,57.0,25.0,0.695,2.0
335,DAL,52.0,Rick Carlisle,2012,4.0,0.0,4.0,0.0,66,36.0,30.0,0.545,3.0
336,DAL,53.0,Rick Carlisle,2013,,,,,82,41.0,41.0,0.5,4.0
337,DAL,54.0,Rick Carlisle,2014,7.0,3.0,4.0,0.429,82,49.0,33.0,0.598,4.0
338,DAL,55.0,Rick Carlisle,2015,5.0,1.0,4.0,0.2,82,50.0,32.0,0.61,4.0
339,DAL,56.0,Rick Carlisle,2016,5.0,1.0,4.0,0.2,82,42.0,40.0,0.512,2.0
340,DAL,57.0,Rick Carlisle,2017,,,,,82,33.0,49.0,0.402,5.0
341,DAL,58.0,Rick Carlisle,2018,,,,,82,24.0,58.0,0.293,4.0
342,DAL,59.0,Rick Carlisle,2019,,,,,73,29.0,44.0,0.397,5.0
344,BOS,45.0,M.L. Carr,1996,,,,,82,33.0,49.0,0.402,5.0
345,BOS,46.0,M.L. Carr,1997,,,,,82,15.0,67.0,0.183,7.0
347,BOS,,John Carroll,2004,4.0,0.0,4.0,0.0,36,14.0,22.0,0.389,4.0
349,TOR,39.0,Butch Carter,1998,,,,,33,5.0,28.0,0.152,8.0
350,TOR,40.0,Butch Carter,1999,,,,,50,23.0,27.0,0.46,6.0
351,TOR,41.0,Butch Carter,1900,3.0,0.0,3.0,0.0,82,45.0,37.0,0.5489999999999999,3.0
353,PHI,47.0,Fred Carter,1993,,,,,26,7.0,19.0,0.269,6.0
354,PHI,48.0,Fred Carter,1994,,,,,82,25.0,57.0,0.305,6.0
356,CHI,44.0,Bill Cartwright,2002,,,,,55,17.0,38.0,0.309,8.0
357,CHI,45.0,Bill Cartwright,2003,,,,,82,30.0,52.0,0.366,6.0
358,CHI,46.0,Bill Cartwright,2004,,,,,14,4.0,10.0,0.28600000000000003,8.0
360,LAC,,Don Casey,1989,,,,,44,11.0,33.0,0.25,7.0
361,LAC,,Don Casey,1990,,,,,82,30.0,52.0,0.366,6.0
362,NJN,,Don Casey,1999,,,,,30,13.0,17.0,0.433,7.0
363,NJN,,Don Casey,1900,,,,,82,31.0,51.0,0.378,6.0
365,MIN,48.0,Dwane Casey,2006,,,,,82,33.0,49.0,0.402,4.0
366,MIN,49.0,Dwane Casey,2007,,,,,40,20.0,20.0,0.5,4.0
367,TOR,54.0,Dwane Casey,2012,,,,,66,23.0,43.0,0.348,4.0
368,TOR,55.0,Dwane Casey,2013,,,,,82,34.0,48.0,0.415,5.0
369,TOR,56.0,Dwane Casey,2014,7.0,3.0,4.0,0.429,82,48.0,34.0,0.585,1.0
370,TOR,57.0,Dwane Casey,2015,4.0,0.0,4.0,0.0,82,49.0,33.0,0.598,1.0
371,TOR,58.0,Dwane Casey,2016,20.0,10.0,10.0,0.5,82,56.0,26.0,0.6829999999999999,1.0
372,TOR,59.0,Dwane Casey,2017,10.0,4.0,6.0,0.4,82,51.0,31.0,0.622,2.0
373,TOR,60.0,Dwane Casey,2018,10.0,4.0,6.0,0.4,82,59.0,23.0,0.72,1.0
374,DET,61.0,Dwane Casey,2019,,,,,73,37.0,36.0,0.507,3.0
376,MNL,,John Castellani,1960,,,,,36,11.0,25.0,0.306,3.0
378,SYR,32.0,Al Cervi,1950,11.0,6.0,5.0,0.545,64,51.0,13.0,0.797,1.0
379,SYR,33.0,Al Cervi,1951,7.0,4.0,3.0,0.5710000000000001,66,32.0,34.0,0.485,4.0
380,SYR,34.0,Al Cervi,1952,7.0,3.0,4.0,0.429,66,40.0,26.0,0.606,1.0
381,SYR,35.0,Al Cervi,1953,2.0,0.0,2.0,0.0,71,47.0,24.0,0.662,2.0
382,SYR,36.0,Al Cervi,1954,13.0,9.0,4.0,0.6920000000000001,72,42.0,30.0,0.583,2.0
383,SYR,37.0,Al Cervi,1955,11.0,7.0,4.0,0.636,72,43.0,29.0,0.597,1.0
384,SYR,38.0,Al Cervi,1956,8.0,4.0,4.0,0.5,72,35.0,37.0,0.486,3.0
385,SYR,39.0,Al Cervi,1957,,,,,12,4.0,8.0,0.333,2.0
386,PHW,41.0,Al Cervi,1959,,,,,72,32.0,40.0,0.444,4.0
388,LAC,38.0,Don Chaney,1985,,,,,21,9.0,12.0,0.429,5.0
389,LAC,39.0,Don Chaney,1986,,,,,82,32.0,50.0,0.39,4.0
390,LAC,40.0,Don Chaney,1987,,,,,82,12.0,70.0,0.146,6.0
391,HOU,42.0,Don Chaney,1989,4.0,1.0,3.0,0.25,82,45.0,37.0,0.5489999999999999,2.0
392,HOU,43.0,Don Chaney,1990,4.0,1.0,3.0,0.25,82,41.0,41.0,0.5,5.0
393,HOU,44.0,Don Chaney,1991,3.0,0.0,3.0,0.0,82,52.0,30.0,0.634,3.0
394,HOU,45.0,Don Chaney,1992,,,,,52,26.0,26.0,0.5,3.0
395,DET,47.0,Don Chaney,1994,,,,,82,20.0,62.0,0.244,7.0
396,DET,48.0,Don Chaney,1995,,,,,82,28.0,54.0,0.341,7.0
397,NYK,55.0,Don Chaney,2002,,,,,63,20.0,43.0,0.317,7.0
398,NYK,56.0,Don Chaney,2003,,,,,82,37.0,45.0,0.451,6.0
399,NYK,57.0,Don Chaney,2004,,,,,39,15.0,24.0,0.385,3.0
401,POR,45.0,Maurice Cheeks,2002,3.0,0.0,3.0,0.0,82,49.0,33.0,0.598,3.0
402,POR,46.0,Maurice Cheeks,2003,7.0,3.0,4.0,0.429,82,50.0,32.0,0.61,3.0
403,POR,47.0,Maurice Cheeks,2004,,,,,82,41.0,41.0,0.5,3.0
404,POR,48.0,Maurice Cheeks,2005,,,,,55,22.0,33.0,0.4,4.0
405,PHI,49.0,Maurice Cheeks,2006,,,,,82,38.0,44.0,0.463,2.0
406,PHI,50.0,Maurice Cheeks,2007,,,,,82,35.0,47.0,0.4270000000000001,3.0
407,PHI,51.0,Maurice Cheeks,2008,6.0,2.0,4.0,0.333,82,40.0,42.0,0.488,3.0
408,PHI,52.0,Maurice Cheeks,2009,,,,,23,9.0,14.0,0.391,2.0
409,DET,57.0,Maurice Cheeks,2014,,,,,50,21.0,29.0,0.42,4.0
411,DAL,47.0,Jim Cleamons,1997,,,,,82,24.0,58.0,0.293,4.0
412,DAL,48.0,Jim Cleamons,1998,,,,,16,4.0,12.0,0.25,5.0
414,CLR,,Roy Clifford,1947,3.0,1.0,2.0,0.333,23,13.0,10.0,0.565,3.0
416,CHA,52.0,Steve Clifford,2014,4.0,0.0,4.0,0.0,82,43.0,39.0,0.524,3.0
417,CHO,53.0,Steve Clifford,2015,,,,,82,33.0,49.0,0.402,4.0
418,CHO,54.0,Steve Clifford,2016,7.0,3.0,4.0,0.429,82,48.0,34.0,0.585,3.0
419,CHO,55.0,Steve Clifford,2017,,,,,82,36.0,46.0,0.439,4.0
420,CHO,56.0,Steve Clifford,2018,,,,,82,36.0,46.0,0.439,3.0
421,ORL,57.0,Steve Clifford,2019,,,,,74,36.0,38.0,0.486,2.0
423,NYK,,Neil Cohalan,1947,5.0,2.0,3.0,0.4,60,33.0,27.0,0.55,3.0
425,PHO,30.0,Jerry Colangelo,1970,7.0,3.0,4.0,0.429,44,24.0,20.0,0.545,4.0
426,PHO,33.0,Jerry Colangelo,1973,,,,,75,35.0,40.0,0.467,3.0
428,CHI,35.0,Doug Collins,1987,3.0,0.0,3.0,0.0,82,40.0,42.0,0.488,5.0
429,CHI,36.0,Doug Collins,1988,10.0,4.0,6.0,0.4,82,50.0,32.0,0.61,2.0
430,CHI,37.0,Doug Collins,1989,17.0,9.0,8.0,0.529,82,47.0,35.0,0.573,5.0
431,DET,44.0,Doug Collins,1996,3.0,0.0,3.0,0.0,82,46.0,36.0,0.561,5.0
432,DET,45.0,Doug Collins,1997,5.0,2.0,3.0,0.4,82,54.0,28.0,0.659,3.0
433,DET,46.0,Doug Collins,1998,,,,,45,21.0,24.0,0.467,6.0
434,WAS,50.0,Doug Collins,2002,,,,,82,37.0,45.0,0.451,5.0
435,WAS,51.0,Doug Collins,2003,,,,,82,37.0,45.0,0.451,5.0
436,PHI,59.0,Doug Collins,2011,5.0,1.0,4.0,0.2,82,41.0,41.0,0.5,3.0
437,PHI,60.0,Doug Collins,2012,13.0,7.0,6.0,0.5379999999999999,66,35.0,31.0,0.53,3.0
438,PHI,61.0,Doug Collins,2013,,,,,82,34.0,48.0,0.415,4.0
440,DEN,48.0,Michael Cooper,2005,,,,,14,4.0,10.0,0.28600000000000003,2.0
442,UTA,48.0,Tyrone Corbin,2011,,,,,28,8.0,20.0,0.28600000000000003,4.0
443,UTA,49.0,Tyrone Corbin,2012,4.0,0.0,4.0,0.0,66,36.0,30.0,0.545,3.0
444,UTA,50.0,Tyrone Corbin,2013,,,,,82,43.0,39.0,0.524,3.0
445,UTA,51.0,Tyrone Corbin,2014,,,,,82,25.0,57.0,0.305,5.0
446,SAC,52.0,Tyrone Corbin,2015,,,,,28,7.0,21.0,0.25,4.0
448,MIL,37.0,Larry Costello,1969,,,,,82,27.0,55.0,0.329,7.0
449,MIL,38.0,Larry Costello,1970,10.0,5.0,5.0,0.5,82,56.0,26.0,0.6829999999999999,2.0
450,MIL,39.0,Larry Costello,1971,14.0,12.0,2.0,0.857,82,66.0,16.0,0.805,1.0
451,MIL,40.0,Larry Costello,1972,11.0,6.0,5.0,0.545,82,63.0,19.0,0.768,1.0
452,MIL,41.0,Larry Costello,1973,6.0,2.0,4.0,0.333,82,60.0,22.0,0.732,1.0
453,MIL,42.0,Larry Costello,1974,16.0,11.0,5.0,0.688,82,59.0,23.0,0.72,1.0
454,MIL,43.0,Larry Costello,1975,,,,,82,38.0,44.0,0.463,4.0
455,MIL,44.0,Larry Costello,1976,3.0,1.0,2.0,0.333,82,38.0,44.0,0.463,1.0
456,MIL,45.0,Larry Costello,1977,,,,,18,3.0,15.0,0.16699999999999998,6.0
457,CHI,47.0,Larry Costello,1979,,,,,56,20.0,36.0,0.35700000000000004,5.0
459,CIN,41.0,Bob Cousy,1970,,,,,82,36.0,46.0,0.439,5.0
460,CIN,42.0,Bob Cousy,1971,,,,,82,33.0,49.0,0.402,3.0
461,CIN,43.0,Bob Cousy,1972,,,,,82,30.0,52.0,0.366,3.0
462,KCO,44.0,Bob Cousy,1973,,,,,82,36.0,46.0,0.439,4.0
463,KCO,45.0,Bob Cousy,1974,,,,,20,6.0,14.0,0.3,4.0
465,BOS,30.0,Dave Cowens,1979,,,,,68,27.0,41.0,0.397,5.0
466,CHH,48.0,Dave Cowens,1997,3.0,0.0,3.0,0.0,82,54.0,28.0,0.659,4.0
467,CHH,49.0,Dave Cowens,1998,9.0,4.0,5.0,0.444,82,51.0,31.0,0.622,3.0
468,CHH,50.0,Dave Cowens,1999,,,,,15,4.0,11.0,0.267,5.0
469,GSW,52.0,Dave Cowens,2001,,,,,82,17.0,65.0,0.207,7.0
470,GSW,53.0,Dave Cowens,2002,,,,,23,8.0,15.0,0.348,7.0
472,PHI,34.0,Billy Cunningham,1978,10.0,6.0,4.0,0.6,76,53.0,23.0,0.6970000000000001,1.0
473,PHI,35.0,Billy Cunningham,1979,9.0,5.0,4.0,0.556,82,47.0,35.0,0.573,2.0
474,PHI,36.0,Billy Cunningham,1980,18.0,12.0,6.0,0.667,82,59.0,23.0,0.72,2.0
475,PHI,37.0,Billy Cunningham,1981,16.0,9.0,7.0,0.563,82,62.0,20.0,0.7559999999999999,2.0
476,PHI,38.0,Billy Cunningham,1982,21.0,12.0,9.0,0.5710000000000001,82,58.0,24.0,0.7070000000000001,2.0
477,PHI,39.0,Billy Cunningham,1983,13.0,12.0,1.0,0.923,82,65.0,17.0,0.7929999999999999,1.0
478,PHI,40.0,Billy Cunningham,1984,5.0,2.0,3.0,0.4,82,52.0,30.0,0.634,2.0
479,PHI,41.0,Billy Cunningham,1985,13.0,8.0,5.0,0.615,82,58.0,24.0,0.7070000000000001,2.0
481,DET,40.0,Michael Curry,2009,4.0,0.0,4.0,0.0,82,39.0,43.0,0.476,3.0
483,DTF,,Glenn Curtis,1947,,,,,34,12.0,22.0,0.353,4.0
485,DEN,47.0,Mike D'Antoni,1999,,,,,50,14.0,36.0,0.28,6.0
486,PHO,52.0,Mike D'Antoni,2004,,,,,61,21.0,40.0,0.344,6.0
487,PHO,53.0,Mike D'Antoni,2005,15.0,9.0,6.0,0.6,82,62.0,20.0,0.7559999999999999,1.0
488,PHO,54.0,Mike D'Antoni,2006,20.0,10.0,10.0,0.5,82,54.0,28.0,0.659,1.0
489,PHO,55.0,Mike D'Antoni,2007,11.0,6.0,5.0,0.545,82,61.0,21.0,0.7440000000000001,1.0
490,PHO,56.0,Mike D'Antoni,2008,5.0,1.0,4.0,0.2,82,55.0,27.0,0.6709999999999999,2.0
491,NYK,57.0,Mike D'Antoni,2009,,,,,82,32.0,50.0,0.39,5.0
492,NYK,58.0,Mike D'Antoni,2010,,,,,82,29.0,53.0,0.354,3.0
493,NYK,59.0,Mike D'Antoni,2011,4.0,0.0,4.0,0.0,82,42.0,40.0,0.512,2.0
494,NYK,60.0,Mike D'Antoni,2012,,,,,42,18.0,24.0,0.429,2.0
495,LAL,61.0,Mike D'Antoni,2013,4.0,0.0,4.0,0.0,72,40.0,32.0,0.556,3.0
496,LAL,62.0,Mike D'Antoni,2014,,,,,82,27.0,55.0,0.329,5.0
497,HOU,65.0,Mike D'Antoni,2017,11.0,6.0,5.0,0.545,82,55.0,27.0,0.6709999999999999,2.0
498,HOU,66.0,Mike D'Antoni,2018,17.0,11.0,6.0,0.647,82,65.0,17.0,0.7929999999999999,1.0
499,HOU,67.0,Mike D'Antoni,2019,,,,,74,47.0,27.0,0.635,1.0
501,CLE,51.0,Chuck Daly,1982,,,,,41,9.0,32.0,0.22,6.0
502,DET,53.0,Chuck Daly,1984,5.0,2.0,3.0,0.4,82,49.0,33.0,0.598,2.0
503,DET,54.0,Chuck Daly,1985,9.0,5.0,4.0,0.556,82,46.0,36.0,0.561,2.0
504,DET,55.0,Chuck Daly,1986,4.0,1.0,3.0,0.25,82,46.0,36.0,0.561,3.0
505,DET,56.0,Chuck Daly,1987,15.0,10.0,5.0,0.667,82,52.0,30.0,0.634,2.0
506,DET,57.0,Chuck Daly,1988,23.0,14.0,9.0,0.609,82,54.0,28.0,0.659,1.0
507,DET,58.0,Chuck Daly,1989,17.0,15.0,2.0,0.882,82,63.0,19.0,0.768,1.0
508,DET,59.0,Chuck Daly,1990,20.0,15.0,5.0,0.75,82,59.0,23.0,0.72,1.0
509,DET,60.0,Chuck Daly,1991,15.0,7.0,8.0,0.467,82,50.0,32.0,0.61,2.0
510,DET,61.0,Chuck Daly,1992,5.0,2.0,3.0,0.4,82,48.0,34.0,0.585,3.0
511,NJN,62.0,Chuck Daly,1993,5.0,2.0,3.0,0.4,82,43.0,39.0,0.524,3.0
512,NJN,63.0,Chuck Daly,1994,4.0,1.0,3.0,0.25,82,45.0,37.0,0.5489999999999999,3.0
513,ORL,67.0,Chuck Daly,1998,,,,,82,41.0,41.0,0.5,5.0
514,ORL,68.0,Chuck Daly,1999,4.0,1.0,3.0,0.25,50,33.0,17.0,0.66,2.0
516,IND,44.0,Mel Daniels,1989,,,,,2,0.0,2.0,0.0,6.0
518,DNN,27.0,Jimmy Darden,1950,,,,,62,11.0,51.0,0.177,6.0
520,PHI,41.0,Johnny Davis,1997,,,,,82,22.0,60.0,0.268,6.0
521,ORL,48.0,Johnny Davis,2004,,,,,71,20.0,51.0,0.282,7.0
522,ORL,49.0,Johnny Davis,2005,,,,,64,31.0,33.0,0.484,3.0
523,MEM,53.0,Johnny Davis,2009,,,,,2,0.0,2.0,0.0,5.0
525,DET,24.0,Dave DeBusschere,1965,,,,,69,29.0,40.0,0.42,4.0
526,DET,25.0,Dave DeBusschere,1966,,,,,80,22.0,58.0,0.275,5.0
527,DET,26.0,Dave DeBusschere,1967,,,,,73,28.0,45.0,0.384,5.0
529,CLR,48.0,Dutch Dehnert,1947,,,,,37,17.0,20.0,0.459,3.0
531,CHI,42.0,Vinny Del Negro,2009,7.0,3.0,4.0,0.429,82,41.0,41.0,0.5,2.0
532,CHI,43.0,Vinny Del Negro,2010,5.0,1.0,4.0,0.2,82,41.0,41.0,0.5,3.0
533,LAC,44.0,Vinny Del Negro,2011,,,,,82,32.0,50.0,0.39,4.0
534,LAC,45.0,Vinny Del Negro,2012,11.0,4.0,7.0,0.364,66,40.0,26.0,0.606,2.0
535,LAC,46.0,Vinny Del Negro,2013,6.0,2.0,4.0,0.333,82,56.0,26.0,0.6829999999999999,1.0
537,CLE,,Don Delaney,1981,,,,,11,3.0,8.0,0.273,5.0
538,CLE,,Don Delaney,1982,,,,,15,4.0,11.0,0.267,6.0
540,PHI,53.0,Tony DiLeo,2009,6.0,2.0,4.0,0.333,59,32.0,27.0,0.542,2.0
542,DET,31.0,Terry Dischinger,1972,,,,,2,0.0,2.0,0.0,4.0
544,OKC,50.0,Billy Donovan,2016,18.0,11.0,7.0,0.611,82,55.0,27.0,0.6709999999999999,1.0
545,OKC,51.0,Billy Donovan,2017,5.0,1.0,4.0,0.2,82,47.0,35.0,0.573,2.0
546,OKC,52.0,Billy Donovan,2018,6.0,2.0,4.0,0.333,82,48.0,34.0,0.585,2.0
547,OKC,53.0,Billy Donovan,2019,,,,,74,43.0,31.0,0.581,4.0
549,NYK,,Eddie Donovan,1962,,,,,80,29.0,51.0,0.363,4.0
550,NYK,,Eddie Donovan,1963,,,,,80,21.0,59.0,0.263,4.0
551,NYK,,Eddie Donovan,1964,,,,,80,22.0,58.0,0.275,4.0
552,NYK,,Eddie Donovan,1965,,,,,38,12.0,26.0,0.316,4.0
554,ATL,52.0,Larry Drew,2011,12.0,6.0,6.0,0.5,82,44.0,38.0,0.537,3.0
555,ATL,53.0,Larry Drew,2012,6.0,2.0,4.0,0.333,66,40.0,26.0,0.606,2.0
556,ATL,54.0,Larry Drew,2013,6.0,2.0,4.0,0.333,82,44.0,38.0,0.537,2.0
557,MIL,55.0,Larry Drew,2014,,,,,82,15.0,67.0,0.183,5.0
558,CLE,60.0,Larry Drew,2019,,,,,68,19.0,49.0,0.279,5.0
560,AND,43.0,Ike Duffey,1950,,,,,3,1.0,2.0,0.333,2.0
562,CHA,55.0,Mike Dunlap,2013,,,,,82,21.0,61.0,0.256,4.0
564,LAL,36.0,Mike Dunleavy,1991,19.0,12.0,7.0,0.632,82,58.0,24.0,0.7070000000000001,2.0
565,LAL,37.0,Mike Dunleavy,1992,4.0,1.0,3.0,0.25,82,43.0,39.0,0.524,6.0
566,MIL,38.0,Mike Dunleavy,1993,,,,,82,28.0,54.0,0.341,7.0
567,MIL,39.0,Mike Dunleavy,1994,,,,,82,20.0,62.0,0.244,6.0
568,MIL,40.0,Mike Dunleavy,1995,,,,,82,34.0,48.0,0.415,6.0
569,MIL,41.0,Mike Dunleavy,1996,,,,,82,25.0,57.0,0.305,7.0
570,POR,43.0,Mike Dunleavy,1998,4.0,1.0,3.0,0.25,82,46.0,36.0,0.561,4.0
571,POR,44.0,Mike Dunleavy,1999,13.0,7.0,6.0,0.5379999999999999,50,35.0,15.0,0.7,1.0
572,POR,45.0,Mike Dunleavy,1900,16.0,10.0,6.0,0.625,82,59.0,23.0,0.72,2.0
573,POR,46.0,Mike Dunleavy,2001,3.0,0.0,3.0,0.0,82,50.0,32.0,0.61,4.0
574,LAC,49.0,Mike Dunleavy,2004,,,,,82,28.0,54.0,0.341,7.0
575,LAC,50.0,Mike Dunleavy,2005,,,,,82,37.0,45.0,0.451,3.0
576,LAC,51.0,Mike Dunleavy,2006,12.0,7.0,5.0,0.583,82,47.0,35.0,0.573,2.0
577,LAC,52.0,Mike Dunleavy,2007,,,,,82,40.0,42.0,0.488,4.0
578,LAC,53.0,Mike Dunleavy,2008,,,,,82,23.0,59.0,0.28,5.0
579,LAC,54.0,Mike Dunleavy,2009,,,,,82,19.0,63.0,0.232,4.0
580,LAC,55.0,Mike Dunleavy,2010,,,,,49,21.0,28.0,0.429,3.0
582,FTW,,Charles Eckman,1955,11.0,6.0,5.0,0.545,72,43.0,29.0,0.597,1.0
583,FTW,,Charles Eckman,1956,10.0,4.0,6.0,0.4,72,37.0,35.0,0.514,1.0
584,FTW,,Charles Eckman,1957,2.0,0.0,2.0,0.0,72,34.0,38.0,0.472,3.0
585,DET,,Charles Eckman,1958,,,,,25,9.0,16.0,0.36,2.0
587,HOU,34.0,Johnny Egan,1973,,,,,35,16.0,19.0,0.457,3.0
588,HOU,35.0,Johnny Egan,1974,,,,,82,32.0,50.0,0.39,3.0
589,HOU,36.0,Johnny Egan,1975,8.0,3.0,5.0,0.375,82,41.0,41.0,0.5,2.0
590,HOU,37.0,Johnny Egan,1976,,,,,82,40.0,42.0,0.488,3.0
592,DEN,46.0,Mike Evans,2002,,,,,56,18.0,38.0,0.321,6.0
594,BAL,30.0,Mike Farmer,1967,,,,,9,1.0,8.0,0.111,5.0
596,WSC,30.0,Bob Feerick,1950,2.0,0.0,2.0,0.0,68,32.0,36.0,0.471,3.0
597,SFW,43.0,Bob Feerick,1963,,,,,80,31.0,49.0,0.388,4.0
599,NYK,40.0,Derek Fisher,2015,,,,,82,17.0,65.0,0.207,5.0
600,NYK,41.0,Derek Fisher,2016,,,,,54,23.0,31.0,0.426,3.0
602,CLE,36.0,Bill Fitch,1971,,,,,82,15.0,67.0,0.183,4.0
603,CLE,37.0,Bill Fitch,1972,,,,,82,23.0,59.0,0.28,4.0
604,CLE,38.0,Bill Fitch,1973,,,,,82,32.0,50.0,0.39,4.0
605,CLE,39.0,Bill Fitch,1974,,,,,82,29.0,53.0,0.354,4.0
606,CLE,40.0,Bill Fitch,1975,,,,,82,40.0,42.0,0.488,3.0
607,CLE,41.0,Bill Fitch,1976,13.0,6.0,7.0,0.462,82,49.0,33.0,0.598,1.0
608,CLE,42.0,Bill Fitch,1977,3.0,1.0,2.0,0.333,82,43.0,39.0,0.524,4.0
609,CLE,43.0,Bill Fitch,1978,2.0,0.0,2.0,0.0,82,43.0,39.0,0.524,3.0
610,CLE,44.0,Bill Fitch,1979,,,,,82,30.0,52.0,0.366,5.0
611,BOS,45.0,Bill Fitch,1980,9.0,5.0,4.0,0.556,82,61.0,21.0,0.7440000000000001,1.0
612,BOS,46.0,Bill Fitch,1981,17.0,12.0,5.0,0.706,82,62.0,20.0,0.7559999999999999,1.0
613,BOS,47.0,Bill Fitch,1982,12.0,7.0,5.0,0.583,82,63.0,19.0,0.768,1.0
614,BOS,48.0,Bill Fitch,1983,7.0,2.0,5.0,0.28600000000000003,82,56.0,26.0,0.6829999999999999,2.0
615,HOU,49.0,Bill Fitch,1984,,,,,82,29.0,53.0,0.354,6.0
616,HOU,50.0,Bill Fitch,1985,5.0,2.0,3.0,0.4,82,48.0,34.0,0.585,2.0
617,HOU,51.0,Bill Fitch,1986,20.0,13.0,7.0,0.65,82,51.0,31.0,0.622,1.0
618,HOU,52.0,Bill Fitch,1987,10.0,5.0,5.0,0.5,82,42.0,40.0,0.512,3.0
619,HOU,53.0,Bill Fitch,1988,4.0,1.0,3.0,0.25,82,46.0,36.0,0.561,4.0
620,NJN,55.0,Bill Fitch,1990,,,,,82,17.0,65.0,0.207,6.0
621,NJN,56.0,Bill Fitch,1991,,,,,82,26.0,56.0,0.317,5.0
622,NJN,57.0,Bill Fitch,1992,4.0,1.0,3.0,0.25,82,40.0,42.0,0.488,3.0
623,LAC,60.0,Bill Fitch,1995,,,,,82,17.0,65.0,0.207,7.0
624,LAC,61.0,Bill Fitch,1996,,,,,82,29.0,53.0,0.354,7.0
625,LAC,62.0,Bill Fitch,1997,3.0,0.0,3.0,0.0,82,36.0,46.0,0.439,5.0
626,LAC,63.0,Bill Fitch,1998,,,,,82,17.0,65.0,0.207,7.0
628,TRH,26.0,Dick Fitzgerald,1947,,,,,3,2.0,1.0,0.667,6.0
630,PHO,39.0,Cotton Fitzsimmons,1971,,,,,82,48.0,34.0,0.585,3.0
631,PHO,40.0,Cotton Fitzsimmons,1972,,,,,82,49.0,33.0,0.598,3.0
632,ATL,41.0,Cotton Fitzsimmons,1973,6.0,2.0,4.0,0.333,82,46.0,36.0,0.561,2.0
633,ATL,42.0,Cotton Fitzsimmons,1974,,,,,82,35.0,47.0,0.4270000000000001,2.0
634,ATL,43.0,Cotton Fitzsimmons,1975,,,,,82,31.0,51.0,0.378,4.0
635,ATL,44.0,Cotton Fitzsimmons,1976,,,,,74,28.0,46.0,0.378,5.0
636,BUF,46.0,Cotton Fitzsimmons,1978,,,,,82,27.0,55.0,0.329,4.0
637,KCK,47.0,Cotton Fitzsimmons,1979,5.0,1.0,4.0,0.2,82,48.0,34.0,0.585,1.0
638,KCK,48.0,Cotton Fitzsimmons,1980,3.0,1.0,2.0,0.333,82,47.0,35.0,0.573,2.0
639,KCK,49.0,Cotton Fitzsimmons,1981,15.0,7.0,8.0,0.467,82,40.0,42.0,0.488,2.0
640,KCK,50.0,Cotton Fitzsimmons,1982,,,,,82,30.0,52.0,0.366,4.0
641,KCK,51.0,Cotton Fitzsimmons,1983,,,,,82,45.0,37.0,0.5489999999999999,3.0
642,KCK,52.0,Cotton Fitzsimmons,1984,3.0,0.0,3.0,0.0,82,38.0,44.0,0.463,4.0
643,SAS,53.0,Cotton Fitzsimmons,1985,5.0,2.0,3.0,0.4,82,41.0,41.0,0.5,5.0
644,SAS,54.0,Cotton Fitzsimmons,1986,3.0,0.0,3.0,0.0,82,35.0,47.0,0.4270000000000001,6.0
645,PHO,57.0,Cotton Fitzsimmons,1989,12.0,7.0,5.0,0.583,82,55.0,27.0,0.6709999999999999,2.0
646,PHO,58.0,Cotton Fitzsimmons,1990,16.0,9.0,7.0,0.563,82,54.0,28.0,0.659,3.0
647,PHO,59.0,Cotton Fitzsimmons,1991,4.0,1.0,3.0,0.25,82,55.0,27.0,0.6709999999999999,3.0
648,PHO,60.0,Cotton Fitzsimmons,1992,8.0,4.0,4.0,0.5,82,53.0,29.0,0.6459999999999999,3.0
649,PHO,64.0,Cotton Fitzsimmons,1996,4.0,1.0,3.0,0.25,49,27.0,22.0,0.551,4.0
650,PHO,65.0,Cotton Fitzsimmons,1997,,,,,8,0.0,8.0,0.0,4.0
652,MEM,42.0,David Fizdale,2017,6.0,2.0,4.0,0.333,82,43.0,39.0,0.524,3.0
