,Team,coach_age,coach_name,season,playoff_games,playoff_wins,playoff_loses,playoff_W/L%,season_games,season_wins,season_loses,season_W/L%,season_position
984,SAC,,Phil Johnson,1987,,,,,46,14.0,32.0,0.304,5.0
986,PHW,30.0,Neil Johnston,1960,9.0,4.0,5.0,0.444,75,49.0,26.0,0.653,2.0
987,PHW,31.0,Neil Johnston,1961,3.0,0.0,3.0,0.0,79,46.0,33.0,0.5820000000000001,2.0
989,SDA,40.0,K.C. Jones,1973,4.0,0.0,4.0,0.0,84,30.0,54.0,0.35700000000000004,4.0
990,CAP,41.0,K.C. Jones,1974,7.0,3.0,4.0,0.429,82,47.0,35.0,0.573,1.0
991,WSB,42.0,K.C. Jones,1975,17.0,8.0,9.0,0.471,82,60.0,22.0,0.732,1.0
992,WSB,43.0,K.C. Jones,1976,7.0,3.0,4.0,0.429,82,48.0,34.0,0.585,2.0
993,BOS,51.0,K.C. Jones,1984,23.0,15.0,8.0,0.652,82,62.0,20.0,0.7559999999999999,1.0
994,BOS,52.0,K.C. Jones,1985,21.0,13.0,8.0,0.619,82,63.0,19.0,0.768,1.0
995,BOS,53.0,K.C. Jones,1986,18.0,15.0,3.0,0.833,82,67.0,15.0,0.8170000000000001,1.0
996,BOS,54.0,K.C. Jones,1987,23.0,13.0,10.0,0.565,82,59.0,23.0,0.72,1.0
997,BOS,55.0,K.C. Jones,1988,17.0,9.0,8.0,0.529,82,57.0,25.0,0.695,1.0
998,SEA,58.0,K.C. Jones,1991,5.0,2.0,3.0,0.4,82,41.0,41.0,0.5,5.0
999,SEA,59.0,K.C. Jones,1992,,,,,36,18.0,18.0,0.5,4.0
1001,INO,,Wally Jones,1951,3.0,1.0,2.0,0.333,12,7.0,5.0,0.583,4.0
1003,SAC,42.0,Eddie Jordan,1997,,,,,15,6.0,9.0,0.4,6.0
1004,SAC,43.0,Eddie Jordan,1998,,,,,82,27.0,55.0,0.329,5.0
1005,WAS,49.0,Eddie Jordan,2004,,,,,82,25.0,57.0,0.305,6.0
1006,WAS,50.0,Eddie Jordan,2005,10.0,4.0,6.0,0.4,82,45.0,37.0,0.5489999999999999,2.0
1007,WAS,51.0,Eddie Jordan,2006,6.0,2.0,4.0,0.333,82,42.0,40.0,0.512,2.0
1008,WAS,52.0,Eddie Jordan,2007,4.0,0.0,4.0,0.0,82,41.0,41.0,0.5,2.0
1009,WAS,53.0,Eddie Jordan,2008,6.0,2.0,4.0,0.333,82,43.0,39.0,0.524,2.0
1010,WAS,54.0,Eddie Jordan,2009,,,,,11,1.0,10.0,0.091,5.0
1011,PHI,55.0,Eddie Jordan,2010,,,,,82,27.0,55.0,0.329,4.0
1013,CIN,,Ed Jucker,1968,,,,,82,39.0,43.0,0.476,5.0
1014,CIN,,Ed Jucker,1969,,,,,82,41.0,41.0,0.5,5.0
1016,BOS,47.0,Alvin Julian,1949,,,,,60,25.0,35.0,0.417,5.0
1017,BOS,48.0,Alvin Julian,1950,,,,,68,22.0,46.0,0.324,6.0
1019,CLE,33.0,George Karl,1985,4.0,1.0,3.0,0.25,82,36.0,46.0,0.439,4.0
1020,CLE,34.0,George Karl,1986,,,,,67,25.0,42.0,0.373,5.0
1021,GSW,35.0,George Karl,1987,10.0,4.0,6.0,0.4,82,42.0,40.0,0.512,3.0
1022,GSW,36.0,George Karl,1988,,,,,64,16.0,48.0,0.25,5.0
1023,SEA,40.0,George Karl,1992,9.0,4.0,5.0,0.444,42,27.0,15.0,0.643,4.0
1024,SEA,41.0,George Karl,1993,19.0,10.0,9.0,0.526,82,55.0,27.0,0.6709999999999999,2.0
1025,SEA,42.0,George Karl,1994,5.0,2.0,3.0,0.4,82,63.0,19.0,0.768,1.0
1026,SEA,43.0,George Karl,1995,4.0,1.0,3.0,0.25,82,57.0,25.0,0.695,2.0
1027,SEA,44.0,George Karl,1996,21.0,13.0,8.0,0.619,82,64.0,18.0,0.78,1.0
1028,SEA,45.0,George Karl,1997,12.0,6.0,6.0,0.5,82,57.0,25.0,0.695,1.0
1029,SEA,46.0,George Karl,1998,10.0,4.0,6.0,0.4,82,61.0,21.0,0.7440000000000001,1.0
1030,MIL,47.0,George Karl,1999,3.0,0.0,3.0,0.0,50,28.0,22.0,0.56,4.0
1031,MIL,48.0,George Karl,1900,5.0,2.0,3.0,0.4,82,42.0,40.0,0.512,5.0
1032,MIL,49.0,George Karl,2001,18.0,10.0,8.0,0.556,82,52.0,30.0,0.634,1.0
1033,MIL,50.0,George Karl,2002,,,,,82,41.0,41.0,0.5,5.0
1034,MIL,51.0,George Karl,2003,6.0,2.0,4.0,0.333,82,42.0,40.0,0.512,4.0
1035,DEN,53.0,George Karl,2005,5.0,1.0,4.0,0.2,40,32.0,8.0,0.8,2.0
1036,DEN,54.0,George Karl,2006,5.0,1.0,4.0,0.2,82,44.0,38.0,0.537,1.0
1037,DEN,55.0,George Karl,2007,5.0,1.0,4.0,0.2,82,45.0,37.0,0.5489999999999999,2.0
1038,DEN,56.0,George Karl,2008,4.0,0.0,4.0,0.0,82,50.0,32.0,0.61,2.0
1039,DEN,57.0,George Karl,2009,16.0,10.0,6.0,0.625,82,54.0,28.0,0.659,1.0
1040,DEN,58.0,George Karl,2010,6.0,2.0,4.0,0.333,82,53.0,29.0,0.6459999999999999,1.0
1041,DEN,59.0,George Karl,2011,5.0,1.0,4.0,0.2,82,50.0,32.0,0.61,2.0
1042,DEN,60.0,George Karl,2012,7.0,3.0,4.0,0.429,66,38.0,28.0,0.5760000000000001,2.0
1043,DEN,61.0,George Karl,2013,6.0,2.0,4.0,0.333,82,57.0,25.0,0.695,2.0
1044,SAC,63.0,George Karl,2015,,,,,30,11.0,19.0,0.3670000000000001,4.0
1045,SAC,64.0,George Karl,2016,,,,,82,33.0,49.0,0.402,3.0
1047,DET,31.0,Bob Kauffman,1978,,,,,58,29.0,29.0,0.5,4.0
1049,CHI,34.0,Red Kerr,1967,3.0,0.0,3.0,0.0,81,33.0,48.0,0.407,4.0
1050,CHI,35.0,Red Kerr,1968,5.0,1.0,4.0,0.2,82,29.0,53.0,0.354,4.0
1051,PHO,36.0,Red Kerr,1969,,,,,82,16.0,66.0,0.195,7.0
1052,PHO,37.0,Red Kerr,1970,,,,,38,15.0,23.0,0.395,4.0
1054,GSW,49.0,Steve Kerr,2015,21.0,16.0,5.0,0.762,82,67.0,15.0,0.8170000000000001,1.0
1055,GSW,50.0,Steve Kerr,2016,24.0,15.0,9.0,0.625,82,73.0,9.0,0.89,1.0
1056,GSW,51.0,Steve Kerr,2017,17.0,16.0,1.0,0.941,82,67.0,15.0,0.8170000000000001,1.0
1057,GSW,52.0,Steve Kerr,2018,21.0,16.0,5.0,0.762,82,58.0,24.0,0.7070000000000001,1.0
1058,GSW,53.0,Steve Kerr,2019,,,,,73,50.0,23.0,0.685,1.0
1060,BRK,40.0,Jason Kidd,2014,12.0,5.0,7.0,0.417,82,44.0,38.0,0.537,2.0
1061,MIL,41.0,Jason Kidd,2015,6.0,2.0,4.0,0.333,82,41.0,41.0,0.5,3.0
1062,MIL,42.0,Jason Kidd,2016,,,,,82,33.0,49.0,0.402,5.0
1063,MIL,43.0,Jason Kidd,2017,6.0,2.0,4.0,0.333,82,42.0,40.0,0.512,2.0
1064,MIL,44.0,Jason Kidd,2018,,,,,45,23.0,22.0,0.511,3.0
1066,CLE,,Bob Kloppenburg,1982,,,,,3,0.0,3.0,0.0,6.0
1067,SEA,,Bob Kloppenburg,1992,,,,,4,2.0,2.0,0.5,4.0
1069,PHO,,Igor Kokoskov,2019,,,,,75,17.0,58.0,0.227,5.0
1071,ATL,,Lon Kruger,2001,,,,,82,25.0,57.0,0.305,7.0
1072,ATL,,Lon Kruger,2002,,,,,82,33.0,49.0,0.402,6.0
1073,ATL,,Lon Kruger,2003,,,,,27,11.0,16.0,0.407,5.0
1075,MIL,42.0,Larry Krystkowiak,2007,,,,,18,5.0,13.0,0.278,5.0
1076,MIL,43.0,Larry Krystkowiak,2008,,,,,82,26.0,56.0,0.317,5.0
1078,DET,54.0,John Kuester,2010,,,,,82,27.0,55.0,0.329,5.0
1079,DET,55.0,John Kuester,2011,,,,,82,30.0,52.0,0.366,4.0
1081,MNL,32.0,John Kundla,1949,10.0,8.0,2.0,0.8,60,44.0,16.0,0.733,2.0
1082,MNL,33.0,John Kundla,1950,12.0,10.0,2.0,0.833,68,51.0,17.0,0.75,1.0
1083,MNL,34.0,John Kundla,1951,7.0,3.0,4.0,0.429,68,44.0,24.0,0.647,1.0
1084,MNL,35.0,John Kundla,1952,13.0,9.0,4.0,0.6920000000000001,66,40.0,26.0,0.606,2.0
1085,MNL,36.0,John Kundla,1953,12.0,9.0,3.0,0.75,70,48.0,22.0,0.6859999999999999,1.0
1086,MNL,37.0,John Kundla,1954,13.0,9.0,4.0,0.6920000000000001,72,46.0,26.0,0.639,1.0
1087,MNL,38.0,John Kundla,1955,7.0,3.0,4.0,0.429,72,40.0,32.0,0.556,2.0
1088,MNL,39.0,John Kundla,1956,3.0,1.0,2.0,0.333,72,33.0,39.0,0.458,2.0
1089,MNL,40.0,John Kundla,1957,5.0,2.0,3.0,0.4,72,34.0,38.0,0.472,2.0
1090,MNL,41.0,John Kundla,1958,,,,,33,10.0,23.0,0.303,4.0
1091,MNL,42.0,John Kundla,1959,13.0,6.0,7.0,0.462,72,33.0,39.0,0.458,2.0
1093,GSW,46.0,Bob Lanier,1995,,,,,37,12.0,25.0,0.324,6.0
1095,NYK,47.0,Joe Lapchick,1948,3.0,1.0,2.0,0.333,48,26.0,22.0,0.542,2.0
1096,NYK,48.0,Joe Lapchick,1949,6.0,3.0,3.0,0.5,60,32.0,28.0,0.5329999999999999,2.0
1097,NYK,49.0,Joe Lapchick,1950,5.0,3.0,2.0,0.6,68,40.0,28.0,0.588,2.0
1098,NYK,50.0,Joe Lapchick,1951,14.0,8.0,6.0,0.5710000000000001,66,36.0,30.0,0.545,3.0
1099,NYK,51.0,Joe Lapchick,1952,14.0,8.0,6.0,0.5710000000000001,66,37.0,29.0,0.561,3.0
1100,NYK,52.0,Joe Lapchick,1953,11.0,6.0,5.0,0.545,70,47.0,23.0,0.6709999999999999,1.0
1101,NYK,53.0,Joe Lapchick,1954,4.0,0.0,4.0,0.0,72,44.0,28.0,0.611,1.0
1102,NYK,54.0,Joe Lapchick,1955,3.0,1.0,2.0,0.333,72,38.0,34.0,0.528,2.0
1103,NYK,55.0,Joe Lapchick,1956,,,,,51,26.0,25.0,0.51,4.0
1105,UTA,50.0,Frank Layden,1982,,,,,62,17.0,45.0,0.274,6.0
1106,UTA,51.0,Frank Layden,1983,,,,,82,30.0,52.0,0.366,5.0
1107,UTA,52.0,Frank Layden,1984,11.0,5.0,6.0,0.455,82,45.0,37.0,0.5489999999999999,1.0
1108,UTA,53.0,Frank Layden,1985,10.0,4.0,6.0,0.4,82,41.0,41.0,0.5,4.0
1109,UTA,54.0,Frank Layden,1986,4.0,1.0,3.0,0.25,82,42.0,40.0,0.512,4.0
1110,UTA,55.0,Frank Layden,1987,5.0,2.0,3.0,0.4,82,44.0,38.0,0.537,2.0
1111,UTA,56.0,Frank Layden,1988,11.0,6.0,5.0,0.545,82,47.0,35.0,0.573,3.0
1112,UTA,57.0,Frank Layden,1989,,,,,17,11.0,6.0,0.647,1.0
1114,SFW,32.0,George Lee,1969,6.0,2.0,4.0,0.333,82,41.0,41.0,0.5,3.0
1115,SFW,33.0,George Lee,1970,,,,,52,22.0,30.0,0.423,6.0
1117,CHZ,30.0,Slick Leonard,1963,,,,,42,13.0,29.0,0.31,5.0
1118,BAL,31.0,Slick Leonard,1964,,,,,80,31.0,49.0,0.388,4.0
1119,INA,36.0,Slick Leonard,1969,17.0,9.0,8.0,0.529,69,42.0,27.0,0.609,1.0
1120,INA,37.0,Slick Leonard,1970,15.0,12.0,3.0,0.8,84,59.0,25.0,0.7020000000000001,1.0
1121,INA,38.0,Slick Leonard,1971,11.0,7.0,4.0,0.636,84,58.0,26.0,0.69,1.0
1122,INA,39.0,Slick Leonard,1972,20.0,12.0,8.0,0.6,84,47.0,37.0,0.56,2.0
1123,INA,40.0,Slick Leonard,1973,18.0,12.0,6.0,0.667,84,51.0,33.0,0.607,2.0
1124,INA,41.0,Slick Leonard,1974,14.0,7.0,7.0,0.5,84,46.0,38.0,0.5479999999999999,2.0
1125,INA,42.0,Slick Leonard,1975,18.0,9.0,9.0,0.5,84,45.0,39.0,0.536,3.0
1126,INA,43.0,Slick Leonard,1976,3.0,1.0,2.0,0.333,84,39.0,45.0,0.464,5.0
1127,IND,44.0,Slick Leonard,1977,,,,,82,36.0,46.0,0.439,5.0
1128,IND,45.0,Slick Leonard,1978,,,,,82,31.0,51.0,0.378,6.0
1129,IND,46.0,Slick Leonard,1979,,,,,82,38.0,44.0,0.463,4.0
1130,IND,47.0,Slick Leonard,1980,,,,,82,37.0,45.0,0.451,4.0
1132,MLH,32.0,Andrew Levane,1953,,,,,71,27.0,44.0,0.38,5.0
1133,MLH,33.0,Andrew Levane,1954,,,,,46,11.0,35.0,0.239,4.0
1134,NYK,38.0,Andrew Levane,1959,2.0,0.0,2.0,0.0,72,40.0,32.0,0.556,2.0
1135,NYK,39.0,Andrew Levane,1960,,,,,27,8.0,19.0,0.29600000000000004,4.0
1136,STL,41.0,Andrew Levane,1962,,,,,60,20.0,40.0,0.333,4.0
1138,STB,31.0,Grady Lewis,1949,2.0,0.0,2.0,0.0,60,29.0,31.0,0.483,4.0
1139,STB,32.0,Grady Lewis,1950,,,,,68,26.0,42.0,0.382,5.0
1141,CLE,42.0,Gene Littles,1986,,,,,15,4.0,11.0,0.267,5.0
1142,CHH,46.0,Gene Littles,1990,,,,,42,11.0,31.0,0.262,7.0
1143,CHH,47.0,Gene Littles,1991,,,,,82,26.0,56.0,0.317,7.0
1144,DEN,51.0,Gene Littles,1995,,,,,16,3.0,13.0,0.188,4.0
1146,DET,43.0,Earl Lloyd,1972,,,,,70,20.0,50.0,0.28600000000000003,4.0
1147,DET,44.0,Earl Lloyd,1973,,,,,7,2.0,5.0,0.28600000000000003,3.0
1149,BUF,,Tates Locke,1977,,,,,46,16.0,30.0,0.348,4.0
1151,STB,44.0,Ken Loeffler,1947,3.0,1.0,2.0,0.333,61,38.0,23.0,0.623,2.0
1152,STB,45.0,Ken Loeffler,1948,7.0,3.0,4.0,0.429,48,29.0,19.0,0.604,1.0
1153,PRO,46.0,Ken Loeffler,1949,,,,,60,12.0,48.0,0.2,6.0
1155,TRI,30.0,John Logan,1951,,,,,3,2.0,1.0,0.667,5.0
1157,PHI,32.0,Kevin Loughery,1973,,,,,31,5.0,26.0,0.161,4.0
1158,NYA,33.0,Kevin Loughery,1974,14.0,12.0,2.0,0.857,84,55.0,29.0,0.655,1.0
1159,NYA,34.0,Kevin Loughery,1975,5.0,1.0,4.0,0.2,84,58.0,26.0,0.69,2.0
1160,NYA,35.0,Kevin Loughery,1976,13.0,8.0,5.0,0.615,84,55.0,29.0,0.655,2.0
1161,NYN,36.0,Kevin Loughery,1977,,,,,82,22.0,60.0,0.268,5.0
1162,NJN,37.0,Kevin Loughery,1978,,,,,82,24.0,58.0,0.293,5.0
1163,NJN,38.0,Kevin Loughery,1979,2.0,0.0,2.0,0.0,82,37.0,45.0,0.451,3.0
1164,NJN,39.0,Kevin Loughery,1980,,,,,82,34.0,48.0,0.415,5.0
1165,NJN,40.0,Kevin Loughery,1981,,,,,35,12.0,23.0,0.343,5.0
1166,ATL,41.0,Kevin Loughery,1982,2.0,0.0,2.0,0.0,82,42.0,40.0,0.512,2.0
1167,ATL,42.0,Kevin Loughery,1983,3.0,1.0,2.0,0.333,82,43.0,39.0,0.524,2.0
1168,CHI,43.0,Kevin Loughery,1984,,,,,82,27.0,55.0,0.329,5.0
1169,CHI,44.0,Kevin Loughery,1985,4.0,1.0,3.0,0.25,82,38.0,44.0,0.463,3.0
1170,WSB,45.0,Kevin Loughery,1986,5.0,2.0,3.0,0.4,13,7.0,6.0,0.5379999999999999,3.0
1171,WSB,46.0,Kevin Loughery,1987,3.0,0.0,3.0,0.0,82,42.0,40.0,0.512,3.0
1172,WSB,47.0,Kevin Loughery,1988,,,,,27,8.0,19.0,0.29600000000000004,2.0
1173,MIA,51.0,Kevin Loughery,1992,3.0,0.0,3.0,0.0,82,38.0,44.0,0.463,4.0
1174,MIA,52.0,Kevin Loughery,1993,,,,,82,36.0,46.0,0.439,5.0
1175,MIA,53.0,Kevin Loughery,1994,5.0,2.0,3.0,0.4,82,42.0,40.0,0.512,4.0
1176,MIA,54.0,Kevin Loughery,1995,,,,,46,17.0,29.0,0.37,4.0
1178,MIN,33.0,Sidney Lowe,1993,,,,,53,13.0,40.0,0.245,5.0
1179,MIN,34.0,Sidney Lowe,1994,,,,,82,20.0,62.0,0.244,5.0
1180,VAN,41.0,Sidney Lowe,2001,,,,,82,23.0,59.0,0.28,7.0
1181,MEM,42.0,Sidney Lowe,2002,,,,,82,23.0,59.0,0.28,7.0
1182,MEM,43.0,Sidney Lowe,2003,,,,,8,0.0,8.0,0.0,6.0
1184,DET,,John Loyer,2014,,,,,32,8.0,24.0,0.25,4.0
1186,SAS,39.0,John Lucas,1993,10.0,5.0,5.0,0.5,61,39.0,22.0,0.639,2.0
1187,SAS,40.0,John Lucas,1994,4.0,1.0,3.0,0.25,82,55.0,27.0,0.6709999999999999,2.0
1188,PHI,41.0,John Lucas,1995,,,,,82,24.0,58.0,0.293,6.0
1189,PHI,42.0,John Lucas,1996,,,,,82,18.0,64.0,0.22,7.0
1190,CLE,48.0,John Lucas,2002,,,,,82,29.0,53.0,0.354,7.0
1191,CLE,49.0,John Lucas,2003,,,,,42,8.0,34.0,0.19,8.0
1193,CLE,38.0,Tyronn Lue,2016,21.0,16.0,5.0,0.762,41,27.0,14.0,0.659,1.0
1194,CLE,39.0,Tyronn Lue,2017,18.0,13.0,5.0,0.722,82,51.0,31.0,0.622,1.0
1195,CLE,40.0,Tyronn Lue,2018,22.0,12.0,10.0,0.545,82,50.0,32.0,0.61,1.0
1196,CLE,41.0,Tyronn Lue,2019,,,,,6,0.0,6.0,0.0,5.0
1198,SDC,,Jim Lynam,1984,,,,,82,30.0,52.0,0.366,6.0
1199,LAC,,Jim Lynam,1985,,,,,61,22.0,39.0,0.361,5.0
1200,PHI,,Jim Lynam,1988,,,,,39,16.0,23.0,0.41,4.0
1201,PHI,,Jim Lynam,1989,3.0,0.0,3.0,0.0,82,46.0,36.0,0.561,2.0
1202,PHI,,Jim Lynam,1990,10.0,4.0,6.0,0.4,82,53.0,29.0,0.6459999999999999,1.0
1203,PHI,,Jim Lynam,1991,8.0,4.0,4.0,0.5,82,44.0,38.0,0.537,2.0
1204,PHI,,Jim Lynam,1992,,,,,82,35.0,47.0,0.4270000000000001,5.0
1205,WSB,,Jim Lynam,1995,,,,,82,21.0,61.0,0.256,7.0
1206,WSB,,Jim Lynam,1996,,,,,82,39.0,43.0,0.476,4.0
1207,WSB,,Jim Lynam,1997,,,,,46,22.0,24.0,0.478,4.0
1209,STL,30.0,Ed Macauley,1959,6.0,2.0,4.0,0.333,62,43.0,19.0,0.6940000000000001,1.0
1210,STL,31.0,Ed Macauley,1960,14.0,7.0,7.0,0.5,75,46.0,29.0,0.613,1.0
1212,SSL,47.0,Bob MacKinnon,1975,10.0,5.0,5.0,0.5,84,32.0,52.0,0.381,3.0
1213,BUF,49.0,Bob MacKinnon,1977,,,,,7,3.0,4.0,0.429,4.0
1214,NJN,53.0,Bob MacKinnon,1981,,,,,47,12.0,35.0,0.255,5.0
1215,NJN,60.0,Bob MacKinnon,1988,,,,,39,10.0,29.0,0.256,5.0
1217,PHO,36.0,John MacLeod,1974,,,,,82,30.0,52.0,0.366,4.0
1218,PHO,37.0,John MacLeod,1975,,,,,82,32.0,50.0,0.39,4.0
1219,PHO,38.0,John MacLeod,1976,19.0,10.0,9.0,0.526,82,42.0,40.0,0.512,3.0
1220,PHO,39.0,John MacLeod,1977,,,,,82,34.0,48.0,0.415,5.0
1221,PHO,40.0,John MacLeod,1978,2.0,0.0,2.0,0.0,82,49.0,33.0,0.598,2.0
1222,PHO,41.0,John MacLeod,1979,15.0,9.0,6.0,0.6,82,50.0,32.0,0.61,2.0
1223,PHO,42.0,John MacLeod,1980,8.0,3.0,5.0,0.375,82,55.0,27.0,0.6709999999999999,3.0
1224,PHO,43.0,John MacLeod,1981,7.0,3.0,4.0,0.429,82,57.0,25.0,0.695,1.0
1225,PHO,44.0,John MacLeod,1982,7.0,2.0,5.0,0.28600000000000003,82,46.0,36.0,0.561,3.0
1226,PHO,45.0,John MacLeod,1983,3.0,1.0,2.0,0.333,82,53.0,29.0,0.6459999999999999,2.0
1227,PHO,46.0,John MacLeod,1984,17.0,9.0,8.0,0.529,82,41.0,41.0,0.5,4.0
1228,PHO,47.0,John MacLeod,1985,3.0,0.0,3.0,0.0,82,36.0,46.0,0.439,3.0
1229,PHO,48.0,John MacLeod,1986,,,,,82,32.0,50.0,0.39,3.0
1230,PHO,49.0,John MacLeod,1987,,,,,56,22.0,34.0,0.393,5.0
1231,DAL,50.0,John MacLeod,1988,17.0,10.0,7.0,0.588,82,53.0,29.0,0.6459999999999999,2.0
1232,DAL,51.0,John MacLeod,1989,,,,,82,38.0,44.0,0.463,4.0
1233,DAL,52.0,John MacLeod,1990,,,,,11,5.0,6.0,0.455,3.0
1234,NYK,53.0,John MacLeod,1991,3.0,0.0,3.0,0.0,67,32.0,35.0,0.478,3.0
1236,TOR,,Brendan Malone,1996,,,,,82,21.0,61.0,0.256,8.0
1237,CLE,,Brendan Malone,2005,,,,,18,8.0,10.0,0.444,4.0
1239,SAC,43.0,Mike Malone,2014,,,,,82,28.0,54.0,0.341,4.0
1240,SAC,44.0,Mike Malone,2015,,,,,24,11.0,13.0,0.458,4.0
1241,DEN,45.0,Mike Malone,2016,,,,,82,33.0,49.0,0.402,4.0
1242,DEN,46.0,Mike Malone,2017,,,,,82,40.0,42.0,0.488,4.0
1243,DEN,47.0,Mike Malone,2018,,,,,82,46.0,36.0,0.561,5.0
1244,DEN,48.0,Mike Malone,2019,,,,,72,49.0,23.0,0.6809999999999999,1.0
1246,CIN,28.0,Tom Marshall,1959,,,,,54,16.0,38.0,0.29600000000000004,4.0
1247,CIN,29.0,Tom Marshall,1960,,,,,75,19.0,56.0,0.253,4.0
1249,STL,31.0,Slater Martin,1957,,,,,8,5.0,3.0,0.625,1.0
1250,HSM,42.0,Slater Martin,1968,3.0,0.0,3.0,0.0,78,29.0,49.0,0.3720000000000001,4.0
1251,HSM,43.0,Slater Martin,1969,,,,,12,3.0,9.0,0.25,6.0
1253,BUF,37.0,Johnny McCarthy,1972,,,,,81,22.0,59.0,0.272,4.0
1255,POR,47.0,Jack McCloskey,1973,,,,,82,21.0,61.0,0.256,5.0
1256,POR,48.0,Jack McCloskey,1974,,,,,82,27.0,55.0,0.329,5.0
1258,DET,34.0,Dick McGuire,1960,2.0,0.0,2.0,0.0,41,17.0,24.0,0.415,2.0
1259,DET,35.0,Dick McGuire,1961,5.0,2.0,3.0,0.4,79,34.0,45.0,0.43,3.0
1260,DET,36.0,Dick McGuire,1962,10.0,5.0,5.0,0.5,80,37.0,43.0,0.463,3.0
1261,DET,37.0,Dick McGuire,1963,4.0,1.0,3.0,0.25,80,34.0,46.0,0.425,3.0
1262,NYK,40.0,Dick McGuire,1966,,,,,59,24.0,35.0,0.407,4.0
1263,NYK,41.0,Dick McGuire,1967,4.0,1.0,3.0,0.25,81,36.0,45.0,0.444,4.0
1264,NYK,42.0,Dick McGuire,1968,,,,,38,15.0,23.0,0.395,3.0
1266,PHW,,Frank McGuire,1962,12.0,6.0,6.0,0.5,80,49.0,31.0,0.613,2.0
1268,MIN,47.0,Kevin McHale,2005,,,,,31,19.0,12.0,0.613,3.0
1269,MIN,51.0,Kevin McHale,2009,,,,,63,20.0,43.0,0.317,4.0
1270,HOU,54.0,Kevin McHale,2012,,,,,66,34.0,32.0,0.515,4.0
1271,HOU,55.0,Kevin McHale,2013,6.0,2.0,4.0,0.333,82,45.0,37.0,0.5489999999999999,3.0
1272,HOU,56.0,Kevin McHale,2014,6.0,2.0,4.0,0.333,82,54.0,28.0,0.659,2.0
1273,HOU,57.0,Kevin McHale,2015,17.0,9.0,8.0,0.529,82,56.0,26.0,0.6829999999999999,1.0
1274,HOU,58.0,Kevin McHale,2016,,,,,11,4.0,7.0,0.364,4.0
1276,SAS,40.0,Morris McHone,1984,,,,,31,11.0,20.0,0.355,5.0
1278,WSC,32.0,Bones McKinney,1951,,,,,35,10.0,25.0,0.28600000000000003,6.0
1279,CAR,51.0,Bones McKinney,1970,4.0,0.0,4.0,0.0,84,42.0,42.0,0.5,3.0
1280,CAR,52.0,Bones McKinney,1971,,,,,42,17.0,25.0,0.405,6.0
1282,LAL,44.0,Jack McKinney,1980,,,,,14,10.0,4.0,0.7140000000000001,1.0
1283,IND,45.0,Jack McKinney,1981,2.0,0.0,2.0,0.0,82,44.0,38.0,0.537,3.0
1284,IND,46.0,Jack McKinney,1982,,,,,82,35.0,47.0,0.4270000000000001,4.0
1285,IND,47.0,Jack McKinney,1983,,,,,82,20.0,62.0,0.244,6.0
1286,IND,48.0,Jack McKinney,1984,,,,,82,26.0,56.0,0.317,6.0
1287,KCK,49.0,Jack McKinney,1985,,,,,9,1.0,8.0,0.111,6.0
1289,CHZ,34.0,Jack McMahon,1963,,,,,38,12.0,26.0,0.316,5.0
1290,CIN,35.0,Jack McMahon,1964,10.0,4.0,6.0,0.4,80,55.0,25.0,0.688,2.0
1291,CIN,36.0,Jack McMahon,1965,4.0,1.0,3.0,0.25,80,48.0,32.0,0.6,2.0
1292,CIN,37.0,Jack McMahon,1966,5.0,2.0,3.0,0.4,80,45.0,35.0,0.563,3.0
1293,CIN,38.0,Jack McMahon,1967,4.0,1.0,3.0,0.25,81,39.0,42.0,0.481,3.0
1294,SDR,39.0,Jack McMahon,1968,,,,,82,15.0,67.0,0.183,6.0
1295,SDR,40.0,Jack McMahon,1969,6.0,2.0,4.0,0.333,82,37.0,45.0,0.451,4.0
1296,SDR,41.0,Jack McMahon,1970,,,,,26,9.0,17.0,0.34600000000000003,7.0
1297,PTC,42.0,Jack McMahon,1971,,,,,84,36.0,48.0,0.429,5.0
1298,PTC,43.0,Jack McMahon,1972,,,,,10,4.0,6.0,0.4,6.0
1300,TRI,64.0,Dave McMillan,1951,,,,,23,9.0,14.0,0.391,5.0
1302,SEA,36.0,Nate McMillan,2001,,,,,67,38.0,29.0,0.5670000000000001,5.0
1303,SEA,37.0,Nate McMillan,2002,5.0,2.0,3.0,0.4,82,45.0,37.0,0.5489999999999999,4.0
1304,SEA,38.0,Nate McMillan,2003,,,,,82,40.0,42.0,0.488,5.0
1305,SEA,39.0,Nate McMillan,2004,,,,,82,37.0,45.0,0.451,5.0
1306,SEA,40.0,Nate McMillan,2005,11.0,6.0,5.0,0.545,82,52.0,30.0,0.634,1.0
1307,POR,41.0,Nate McMillan,2006,,,,,82,21.0,61.0,0.256,5.0
1308,POR,42.0,Nate McMillan,2007,,,,,82,32.0,50.0,0.39,3.0
1309,POR,43.0,Nate McMillan,2008,,,,,82,41.0,41.0,0.5,3.0
1310,POR,44.0,Nate McMillan,2009,6.0,2.0,4.0,0.333,82,54.0,28.0,0.659,2.0
1311,POR,45.0,Nate McMillan,2010,6.0,2.0,4.0,0.333,82,50.0,32.0,0.61,3.0
1312,POR,46.0,Nate McMillan,2011,6.0,2.0,4.0,0.333,82,48.0,34.0,0.585,3.0
1313,POR,47.0,Nate McMillan,2012,,,,,43,20.0,23.0,0.465,4.0
1314,IND,52.0,Nate McMillan,2017,4.0,0.0,4.0,0.0,82,42.0,40.0,0.512,3.0
